ScanID,EchoTime,RepetitionTime,InversionTime
sub-OAS30559_ses-d0431_run-02_T1w,0.00316,2.4,1.0
sub-OAS30559_ses-d0431_FLAIR,0.076,9.0,2.5
sub-OAS31436_sess-d0197_T1w,0.00295,2.3,
sub-OAS31436_sess-d0197_T2w,0.564,3.2,
sub-OAS31436_sess-d0197_FLAIR,0.091,9.0,
sub-OAS30502_ses-d1195_FLAIR,0.076,9.0,2.5
sub-OAS30502_ses-d1195_T2w,0.455,3.2,
sub-OAS30502_ses-d1195_T1w,0.00316,2.4,1.0
sub-OAS30458_ses-d0063_T1w,0.00295,2.3,0.9
sub-OAS30458_ses-d0063_FLAIR,0.091,9.0,2.5
sub-OAS30583_ses-d0085_T2w,0.455,3.2,
sub-OAS30583_ses-d0085_run-02_T1w,0.00316,2.4,1.0
sub-OAS30577_ses-d0067_FLAIR,0.091,9.0,2.5
sub-OAS30577_ses-d0067_T1w,0.00295,2.3,0.9
sub-OAS30531_ses-d1347_T1w,0.00295,2.3,0.9
sub-OAS30531_ses-d1347_FLAIR,0.091,9.0,2.5
sub-OAS30198_ses-d0083_T2w,0.455,3.2,
sub-OAS30198_ses-d0083_FLAIR,0.076,9.0,2.5
sub-OAS30198_ses-d0083_T1w,0.00316,2.4,1.0
sub-OAS30829_ses-d6593_T2w,0.455,3.2,
sub-OAS30829_ses-d6593_run-02_T1w,0.00314,2.4,1.0
sub-OAS30296_ses-d0069_FLAIR,0.091,9.0,2.5
sub-OAS30296_ses-d0069_T1w,0.00295,2.3,0.9
sub-OAS30403_ses-d1232_run-02_T1w,0.00316,2.4,1.0
sub-OAS30403_ses-d1232_FLAIR,0.076,9.0,2.5
sub-OAS30403_ses-d1232_T2w,0.455,3.2,
sub-OAS31142_ses-d1267_run-02_T1w,0.00316,2.4,1.0
sub-OAS31142_ses-d1267_T2w,0.455,3.2,
sub-OAS30335_ses-d2783_FLAIR,0.091,9.0,2.5
sub-OAS30335_ses-d2783_T1w,0.00295,2.3,0.9
sub-OAS30061_ses-d0035_T2w,0.455,3.2,
sub-OAS30061_ses-d0035_T1w,0.00316,2.4,1.0
sub-OAS30371_ses-d0981_FLAIR,0.091,9.0,2.5
sub-OAS30371_ses-d0981_T1w,0.00295,2.3,0.9
sub-OAS30311_ses-d0127_T2w,0.455,3.2,
sub-OAS30311_ses-d0127_T1w,0.00316,2.4,1.0
sub-OAS30628_ses-d0464_T2w,0.455,3.2,
sub-OAS30628_ses-d0464_T1w,0.00316,2.4,1.0
sub-OAS30746_sess-d1210_T1w,0.00295,2.3,0.9
sub-OAS30746_sess-d1210_FLAIR,0.091,9.0,2.5
sub-OAS30914_ses-d0108_FLAIR,0.091,9.0,2.5
sub-OAS30914_ses-d0108_run-02_T1w,0.00295,2.3,0.9
sub-OAS30107_ses-d2765_FLAIR,0.076,9.0,2.5
sub-OAS30107_ses-d2765_T1w,0.00316,2.4,1.0
sub-OAS30107_ses-d2765_T2w,0.455,3.2,
sub-OAS30251_ses-d0220_T2w,0.455,3.2,
sub-OAS30251_ses-d0220_run-02_T1w,0.00316,2.4,1.0
sub-OAS30546_ses-d0530_T1w,0.00298,2.3,0.9
sub-OAS30949_ses-d1418_run-02_T1w,0.00316,2.4,1.0
sub-OAS30949_ses-d1418_T2w,0.455,3.2,
sub-OAS30759_sess-d1408_T2w,0.564,3.2,
sub-OAS30759_sess-d1408_FLAIR,0.091,9.0,2.5
sub-OAS30759_sess-d1408_T1w,0.00295,2.3,0.9
sub-OAS30948_ses-d0076_T1w,0.00295,2.3,0.9
sub-OAS30948_ses-d0076_FLAIR,0.091,9.0,2.5
sub-OAS31134_ses-d0019_T1w,0.00316,2.4,1.0
sub-OAS31134_ses-d0019_T2w,0.455,3.2,
sub-OAS30480_ses-d0711_run-02_T1w,0.00316,2.4,1.0
sub-OAS30248_ses-d1191_FLAIR,0.091,9.0,2.5
sub-OAS30248_ses-d1191_T1w,0.00295,2.3,0.9
sub-OAS30637_sess-d1186_T1w,0.00295,2.3,0.9
sub-OAS31032_ses-d0896_run-02_T1w,0.00316,2.4,1.0
sub-OAS31032_ses-d0896_T2w,0.455,3.2,
sub-OAS30703_ses-d0588_run-02_T1w,0.00316,2.4,1.0
sub-OAS30703_ses-d0588_T2w,0.455,3.2,
sub-OAS30929_ses-d0699_run-02_T1w,0.00316,2.4,1.0
sub-OAS30929_ses-d0699_T2w,0.455,3.2,
sub-OAS30407_ses-d0061_T2w,0.455,3.2,
sub-OAS30407_ses-d0061_run-02_T1w,0.00316,2.4,1.0
sub-OAS31447_sess-d0089_FLAIR,0.091,9.0,2.5
sub-OAS31447_sess-d0089_T1w,0.00295,2.3,0.9
sub-OAS31153_ses-d0771_FLAIR,0.076,9.0,2.5
sub-OAS31153_ses-d0771_T2w,0.455,3.2,
sub-OAS31153_ses-d0771_T1w,0.00316,2.4,1.0
sub-OAS30781_ses-d0971_FLAIR,0.091,9.0,2.5
sub-OAS30781_ses-d0971_T1w,0.00295,2.3,0.9
sub-OAS30673_ses-d3206_T1w,0.00313,2.4,1.0
sub-OAS30755_ses-d1540_T2w,0.455,3.2,
sub-OAS30755_ses-d1540_T1w,0.00316,2.4,1.0
sub-OAS30755_ses-d1540_FLAIR,0.076,9.0,2.5
sub-OAS30729_sess-d7578_T1w,0.00295,2.3,
sub-OAS30845_ses-d1266_FLAIR,0.091,9.0,2.5
sub-OAS30845_ses-d1266_T1w,0.00295,2.3,0.9
sub-OAS30990_ses-d0107_T1w,0.00316,2.4,1.0
sub-OAS30990_ses-d0107_T2w,0.455,3.2,
sub-OAS30464_ses-d2848_FLAIR,0.091,9.0,2.5
sub-OAS30464_ses-d2848_T1w,0.00295,2.3,0.9
sub-OAS30978_ses-d0425_FLAIR,0.091,9.0,2.5
sub-OAS30978_ses-d0425_T1w,0.00295,2.3,0.9
sub-OAS30036_sess-d1199_T1w,0.00295,2.3,0.9
sub-OAS30036_sess-d1199_FLAIR,0.091,9.0,2.5
sub-OAS31021_sess-d2281_T2w,0.564,3.2,
sub-OAS31021_sess-d2281_FLAIR,0.091,9.0,
sub-OAS31021_sess-d2281_T1w,0.00295,2.3,
sub-OAS30203_ses-d2881_T2w,0.455,3.2,
sub-OAS30203_ses-d2881_T1w,0.00316,2.4,1.0
sub-OAS30778_ses-d1273_T2w,0.455,3.2,
sub-OAS30778_ses-d1273_run-02_T1w,0.00316,2.4,1.0
sub-OAS30002_ses-d2340_FLAIR,0.091,9.0,2.5
sub-OAS30002_ses-d2340_run-02_T1w,0.00213,2.4,1.0
sub-OAS30002_ses-d2340_T2w,0.454,3.2,
sub-OAS30990_ses-d1360_T1w,0.00295,2.3,0.9
sub-OAS30872_ses-d3057_T1w,0.00316,2.4,1.0
sub-OAS30872_ses-d3057_T2w,0.455,3.2,
sub-OAS31181_sess-d0120_T1w,0.00295,2.3,0.9
sub-OAS31181_sess-d0120_FLAIR,0.091,9.0,2.5
sub-OAS30642_ses-d0154_run-02_T1w,0.00308,2.4,1.0
sub-OAS30642_ses-d0154_T2w,0.455,3.2,
sub-OAS30800_ses-d0029_T2w,0.455,3.2,
sub-OAS30800_ses-d0029_run-02_T1w,0.00316,2.4,1.0
sub-OAS31039_ses-d1184_FLAIR,0.091,9.0,2.5
sub-OAS31039_ses-d1184_T1w,0.00295,2.3,0.9
sub-OAS30206_ses-d2303_T1w,0.00316,2.4,1.0
sub-OAS30206_ses-d2303_T2w,0.455,3.2,
sub-OAS30382_ses-d0051_T2w,0.455,3.2,
sub-OAS30382_ses-d0051_run-02_T1w,0.00316,2.4,1.0
sub-OAS31114_ses-d3002_T1w,0.00295,2.3,0.9
sub-OAS31114_ses-d3002_FLAIR,0.091,9.0,2.5
sub-OAS31286_sess-d0058_T1w,0.00275,2.4,
sub-OAS31286_sess-d0058_FLAIR,0.394,5.0,
sub-OAS31112_ses-d0276_run-02_T1w,0.00316,2.4,1.0
sub-OAS31112_ses-d0276_T2w,0.455,3.2,
sub-OAS30134_ses-d1642_T1w,0.00295,2.3,0.9
sub-OAS30134_ses-d1642_FLAIR,0.091,9.0,2.5
sub-OAS30746_sess-d1204_T1w,0.00295,2.3,0.9
sub-OAS31353_sess-d0117_T1w,0.00295,2.3,0.9
sub-OAS31353_sess-d0117_FLAIR,0.091,9.0,2.5
sub-OAS30113_ses-d4047_T1w,0.00313,2.4,1.0
sub-OAS31028_sess-d2386_T1w,0.00284,2.4,
sub-OAS31028_sess-d2386_T2w,0.567,3.2,
sub-OAS31028_sess-d2386_FLAIR,0.394,5.0,
sub-OAS30335_ses-d2770_T2w,0.455,3.2,
sub-OAS30335_ses-d2770_FLAIR,0.076,9.0,2.5
sub-OAS30335_ses-d2770_T1w,0.00316,2.4,1.0
sub-OAS31252_sess-d0113_FLAIR,0.091,9.0,2.5
sub-OAS31252_sess-d0113_T1w,0.00295,2.3,0.9
sub-OAS31167_ses-d4564_T1w,0.00295,2.3,0.9
sub-OAS31167_ses-d4564_FLAIR,0.091,9.0,2.5
sub-OAS31009_ses-d3611_T1w,0.00295,2.3,0.9
sub-OAS31009_ses-d3611_FLAIR,0.091,9.0,2.5
sub-OAS31110_ses-d2336_FLAIR,0.091,9.0,2.5
sub-OAS31110_ses-d2336_T1w,0.00295,2.3,0.9
sub-OAS30119_ses-d2415_T2w,0.455,3.2,
sub-OAS30119_ses-d2415_run-02_T1w,0.00316,2.4,1.0
sub-OAS31464_sess-d0014_FLAIR,0.094,9.0,
sub-OAS31464_sess-d0014_T1w,0.00295,2.3,
sub-OAS31464_sess-d0014_T2w,0.566,3.2,
sub-OAS31060_ses-d0083_T2w,0.455,3.2,
sub-OAS31060_ses-d0083_T1w,0.00316,2.4,1.0
sub-OAS31060_ses-d0083_FLAIR,0.076,9.0,2.5
sub-OAS31006_ses-d1106_T2w,0.455,3.2,
sub-OAS31006_ses-d1106_FLAIR,0.076,9.0,2.5
sub-OAS31006_ses-d1106_T1w,0.00316,2.4,1.0
sub-OAS30208_sess-d2442_T1w,0.00295,2.3,0.9
sub-OAS30208_sess-d2442_FLAIR,0.091,9.0,2.5
sub-OAS31217_sess-d0119_T1w,0.00295,2.3,0.9
sub-OAS30282_ses-d0040_FLAIR,0.076,9.0,2.5
sub-OAS30282_ses-d0040_T1w,0.00316,2.4,1.0
sub-OAS30282_ses-d0040_T2w,0.455,3.2,
sub-OAS30429_ses-d0055_FLAIR,0.076,9.0,2.5
sub-OAS30429_ses-d0055_T1w,0.00316,2.4,1.0
sub-OAS30429_ses-d0055_T2w,0.455,3.2,
sub-OAS30562_ses-d3383_FLAIR,0.091,9.0,2.5
sub-OAS30562_ses-d3383_T1w,0.00295,2.3,0.9
sub-OAS30401_ses-d0106_run-02_T1w,0.00316,2.4,1.0
sub-OAS30401_ses-d0106_T2w,0.455,3.2,
sub-OAS30297_ses-d1712_run-02_T1w,0.00316,2.4,1.0
sub-OAS30297_ses-d1712_T2w,0.455,3.2,
sub-OAS30333_sess-d4347_T2w,0.567,3.2,
sub-OAS30333_sess-d4347_T1w,0.00275,2.4,
sub-OAS30333_sess-d4347_FLAIR,0.394,5.0,
sub-OAS31255_sess-d0100_T1w,0.00295,2.3,0.9
sub-OAS31255_sess-d0100_FLAIR,0.091,9.0,2.5
sub-OAS30653_ses-d0102_T2w,0.455,3.2,
sub-OAS30653_ses-d0102_run-02_T1w,0.00316,2.4,1.0
sub-OAS30573_ses-d0515_FLAIR,0.091,9.0,2.5
sub-OAS30573_ses-d0515_T1w,0.00295,2.3,0.9
sub-OAS30335_ses-d1482_run-02_T1w,0.00316,2.4,1.0
sub-OAS30335_ses-d1482_T2w,0.455,3.2,
sub-OAS30733_ses-d3393_T2w,0.455,3.2,
sub-OAS30733_ses-d3393_T1w,0.00316,2.4,1.0
sub-OAS30303_ses-d2650_T2w,0.455,3.2,
sub-OAS30303_ses-d2650_run-02_T1w,0.00316,2.4,1.0
sub-OAS30642_ses-d1286_run-02_T1w,0.00316,2.4,1.0
sub-OAS30642_ses-d1286_T2w,0.455,3.2,
sub-OAS30642_ses-d1286_FLAIR,0.076,9.0,2.5
sub-OAS31329_sess-d0137_T1w,0.00295,2.3,0.9
sub-OAS31329_sess-d0137_FLAIR,0.091,9.0,2.5
sub-OAS31263_sess-d0152_T1w,0.00295,2.3,
sub-OAS30025_ses-d2298_T1w,0.00295,2.3,0.9
sub-OAS30025_ses-d2298_FLAIR,0.091,9.0,2.5
sub-OAS31118_ses-d2041_T2w,0.454,3.2,
sub-OAS31118_ses-d2041_run-02_T1w,0.00213,2.4,1.0
sub-OAS31118_ses-d2041_FLAIR,0.091,9.0,2.5
sub-OAS30212_ses-d3043_FLAIR,0.091,9.0,2.5
sub-OAS30212_ses-d3043_T1w,0.00295,2.3,0.9
sub-OAS31305_sess-d0112_T1w,0.00295,2.3,0.9
sub-OAS31305_sess-d0112_FLAIR,0.091,9.0,2.5
sub-OAS30178_sess-d4730_run-02_T2w,0.564,3.2,
sub-OAS30178_sess-d4730_run-02_FLAIR,0.091,9.0,2.5
sub-OAS30178_sess-d4730_run-02_T1w,0.00295,2.3,0.9
sub-OAS30001_ses-d0757_run-02_T1w,0.00316,2.4,1.0
sub-OAS30001_ses-d0757_T2w,0.455,3.2,
sub-OAS31265_sess-d0028_FLAIR,0.394,5.0,
sub-OAS31265_sess-d0028_T2w,0.567,3.2,
sub-OAS31265_sess-d0028_T1w,0.00275,2.4,
sub-OAS30096_ses-d0024_T2w,0.455,3.2,
sub-OAS30096_ses-d0024_run-02_T1w,0.00316,2.4,1.0
sub-OAS30153_ses-d3877_T2w,0.455,3.2,
sub-OAS30153_ses-d3877_run-02_T1w,0.00316,2.4,1.0
sub-OAS30037_ses-d0154_T1w,0.00316,2.4,1.0
sub-OAS30037_ses-d0154_T2w,0.455,3.2,
sub-OAS30085_ses-d1566_T2w,0.455,3.2,
sub-OAS30085_ses-d1566_T1w,0.00316,2.4,1.0
sub-OAS30211_ses-d1239_T1w,0.00316,2.4,1.0
sub-OAS30211_ses-d1239_T2w,0.455,3.2,
sub-OAS30211_ses-d1239_FLAIR,0.076,9.0,2.5
sub-OAS31280_sess-d0016_T2w,0.566,3.2,
sub-OAS31280_sess-d0016_run-02_FLAIR,0.094,9.0,
sub-OAS31280_sess-d0016_run-01_T1w,0.00295,2.3,
sub-OAS31012_ses-d4024_FLAIR,0.091,9.0,2.5
sub-OAS31012_ses-d4024_T1w,0.00295,2.3,0.9
sub-OAS30810_ses-d1351_FLAIR,0.091,9.0,2.5
sub-OAS30810_ses-d1351_T1w,0.00295,2.3,0.9
sub-OAS30663_sess-d1338_T1w,0.00275,2.4,
sub-OAS30376_ses-d0082_T1w,0.00295,2.3,0.9
sub-OAS30376_ses-d0082_FLAIR,0.091,9.0,2.5
sub-OAS30518_ses-d0089_T2w,0.455,3.2,
sub-OAS30518_ses-d0089_T1w,0.00316,2.4,1.0
sub-OAS30817_ses-d0236_T2w,0.455,3.2,
sub-OAS30817_ses-d0236_run-02_T1w,0.00316,2.4,1.0
sub-OAS30438_ses-d2358_FLAIR,0.091,9.0,2.5
sub-OAS30438_ses-d2358_T1w,0.00295,2.3,0.9
sub-OAS30368_sess-d3318_FLAIR,0.091,9.0,2.5
sub-OAS30368_sess-d3318_T1w,0.00295,2.3,0.9
sub-OAS30462_ses-d0469_FLAIR,0.091,9.0,2.5
sub-OAS30462_ses-d0469_T1w,0.00295,2.3,0.9
sub-OAS31111_ses-d1108_T2w,0.455,3.2,
sub-OAS31111_ses-d1108_run-02_T1w,0.00316,2.4,1.0
sub-OAS30885_ses-d0075_run-02_T1w,0.00316,2.4,1.0
sub-OAS30885_ses-d0075_T2w,0.455,3.2,
sub-OAS30113_ses-d1301_run-02_T1w,0.00316,2.4,1.0
sub-OAS30113_ses-d1301_T2w,0.455,3.2,
sub-OAS30921_ses-d2923_T1w,0.00313,2.4,1.0
sub-OAS30933_ses-d0052_T2w,0.455,3.2,
sub-OAS30933_ses-d0052_run-02_T1w,0.00316,2.4,1.0
sub-OAS30191_ses-d1136_T1w,0.00316,2.4,1.0
sub-OAS30191_ses-d1136_T2w,0.455,3.2,
sub-OAS30191_ses-d1136_FLAIR,0.076,9.0,2.5
sub-OAS30655_ses-d0092_T2w,0.455,3.2,
sub-OAS30655_ses-d0092_T1w,0.00316,2.4,1.0
sub-OAS31031_ses-d1861_FLAIR,0.076,9.0,2.5
sub-OAS31031_ses-d1861_run-02_T1w,0.00316,2.4,1.0
sub-OAS31031_ses-d1861_T2w,0.455,3.2,
sub-OAS30548_ses-d0447_FLAIR,0.091,9.0,2.5
sub-OAS30548_ses-d0447_T1w,0.00295,2.3,0.9
sub-OAS30665_ses-d4735_T2w,0.455,3.2,
sub-OAS30665_ses-d4735_T1w,0.00316,2.4,1.0
sub-OAS30531_ses-d0108_T2w,0.455,3.2,
sub-OAS30531_ses-d0108_FLAIR,0.076,9.0,2.5
sub-OAS30531_ses-d0108_run-02_T1w,0.00316,2.4,1.0
sub-OAS31048_ses-d0122_T2w,0.455,3.2,
sub-OAS31048_ses-d0122_run-02_T1w,0.00316,2.4,1.0
sub-OAS30305_ses-d0245_run-02_T1w,0.00316,2.4,1.0
sub-OAS30305_ses-d0245_T2w,0.455,3.2,
sub-OAS30683_ses-d0037_FLAIR,0.076,9.0,2.5
sub-OAS30683_ses-d0037_T2w,0.455,3.2,
sub-OAS30683_ses-d0037_T1w,0.00316,2.4,1.0
sub-OAS30652_ses-d1366_run-02_T1w,0.00316,2.4,1.0
sub-OAS30652_ses-d1366_T2w,0.455,3.2,
sub-OAS31441_sess-d0067_T1w,0.00295,2.3,0.9
sub-OAS31441_sess-d0067_FLAIR,0.091,9.0,2.5
sub-OAS30570_ses-d0099_run-02_T1w,0.00316,2.4,1.0
sub-OAS30570_ses-d0099_T2w,0.455,3.2,
sub-OAS30585_ses-d0065_FLAIR,0.091,9.0,2.5
sub-OAS30585_ses-d0065_T1w,0.00295,2.3,0.9
sub-OAS31288_sess-d0124_T1w,0.00295,2.3,0.9
sub-OAS31288_sess-d0124_FLAIR,0.091,9.0,2.5
sub-OAS31126_ses-d1156_T2w,0.455,3.2,
sub-OAS31126_ses-d1156_run-02_T1w,0.00316,2.4,1.0
sub-OAS30049_sess-d2933_T1w,0.00295,2.3,0.9
sub-OAS30049_sess-d2933_FLAIR,0.091,9.0,2.5
sub-OAS30346_ses-d1685_FLAIR,0.091,9.0,2.5
sub-OAS30346_ses-d1685_T1w,0.00295,2.3,0.9
sub-OAS30631_ses-d0000_T2w,0.455,3.2,
sub-OAS30631_ses-d0000_run-02_T1w,0.00316,2.4,1.0
sub-OAS30552_ses-d1011_T1w,0.00316,2.4,1.0
sub-OAS30552_ses-d1011_T2w,0.455,3.2,
sub-OAS30721_sess-d0062_T1w,0.00295,2.3,0.9
sub-OAS30721_sess-d0062_FLAIR,0.091,9.0,2.5
sub-OAS30880_ses-d0554_T2w,0.455,3.2,
sub-OAS30880_ses-d0554_run-02_T1w,0.00308,2.4,1.0
sub-OAS31384_sess-d0193_run-02_T1w,0.00295,2.3,
sub-OAS30903_ses-d0046_T1w,0.00316,2.4,1.0
sub-OAS30903_ses-d0046_T2w,0.455,3.2,
sub-OAS30695_ses-d0104_T1w,0.00295,2.3,0.9
sub-OAS30695_ses-d0104_FLAIR,0.091,9.0,2.5
sub-OAS30155_sess-d1934_FLAIR,0.091,9.0,
sub-OAS30155_sess-d1934_T2w,0.564,3.2,
sub-OAS30155_sess-d1934_T1w,0.00295,2.3,
sub-OAS31006_ses-d0120_T1w,0.00295,2.3,0.9
sub-OAS31006_ses-d0120_FLAIR,0.091,9.0,2.5
sub-OAS30462_ses-d1232_FLAIR,0.091,9.0,2.5
sub-OAS30462_ses-d1232_T1w,0.00295,2.3,0.9
sub-OAS30510_ses-d1154_T1w,0.00316,2.4,1.0
sub-OAS30510_ses-d1154_T2w,0.455,3.2,
sub-OAS30755_sess-d3116_T1w,0.00313,2.4,1.0
sub-OAS30751_ses-d0063_T1w,0.00295,2.3,0.9
sub-OAS30751_ses-d0063_FLAIR,0.091,9.0,2.5
sub-OAS30622_ses-d0802_T2w,0.455,3.2,
sub-OAS30622_ses-d0802_T1w,0.00316,2.4,1.0
sub-OAS30709_ses-d1365_T2w,0.455,3.2,
sub-OAS30709_ses-d1365_run-02_T1w,0.00316,2.4,1.0
sub-OAS30970_ses-d0238_FLAIR,0.091,9.0,2.5
sub-OAS30970_ses-d0238_T1w,0.00295,2.3,0.9
sub-OAS30405_ses-d1883_T1w,0.00295,2.3,0.9
sub-OAS30405_ses-d1883_FLAIR,0.091,9.0,2.5
sub-OAS30232_ses-d2324_T2w,0.455,3.2,
sub-OAS30232_ses-d2324_T1w,0.00316,2.4,1.0
sub-OAS30232_ses-d2324_FLAIR,0.076,9.0,2.5
sub-OAS30004_ses-d2229_FLAIR,0.076,9.0,2.5
sub-OAS30004_ses-d2229_run-02_T1w,0.00316,2.4,1.0
sub-OAS30004_ses-d2229_T2w,0.455,3.2,
sub-OAS30007_ses-d0061_T2w,0.455,3.2,
sub-OAS30007_ses-d0061_run-02_T1w,0.00316,2.4,1.0
sub-OAS30058_ses-d2236_T1w,0.00316,2.4,1.0
sub-OAS30058_ses-d2236_T2w,0.455,3.2,
sub-OAS30754_sess-d2462_T1w,0.00295,2.3,0.9
sub-OAS30754_sess-d2462_FLAIR,0.091,9.0,2.5
sub-OAS31002_ses-d5329_run-02_T1w,0.00316,2.4,1.0
sub-OAS31002_ses-d5329_T2w,0.455,3.2,
sub-OAS30289_ses-d0160_T2w,0.455,3.2,
sub-OAS30289_ses-d0160_T1w,0.00316,2.4,1.0
sub-OAS30848_ses-d0070_run-02_T1w,0.00316,2.4,1.0
sub-OAS30848_ses-d0070_T2w,0.455,3.2,
sub-OAS30814_ses-d1152_T1w,0.00316,2.4,1.0
sub-OAS30814_ses-d1152_T2w,0.455,3.2,
sub-OAS31263_sess-d0069_run-02_FLAIR,0.094,9.0,
sub-OAS31263_sess-d0069_T1w,0.00295,2.3,
sub-OAS30008_ses-d1327_FLAIR,0.091,9.0,2.5
sub-OAS30008_ses-d1327_T1w,0.00295,2.3,0.9
sub-OAS30870_ses-d3066_T2w,0.455,3.2,
sub-OAS30870_ses-d3066_run-02_T1w,0.00316,2.4,1.0
sub-OAS30354_ses-d0056_run-02_T1w,0.00316,2.4,1.0
sub-OAS30354_ses-d0056_T2w,0.455,3.2,
sub-OAS30597_ses-d3137_FLAIR,0.091,9.0,2.5
sub-OAS30597_ses-d3137_T1w,0.00295,2.3,0.9
sub-OAS30928_ses-d0177_T2w,0.455,3.2,
sub-OAS30928_ses-d0177_T1w,0.00316,2.4,1.0
sub-OAS30775_ses-d0329_run-02_T1w,0.00316,2.4,1.0
sub-OAS30775_ses-d0329_T2w,0.455,3.2,
sub-OAS30079_ses-d1833_T1w,0.00316,2.4,1.0
sub-OAS30079_ses-d1833_T2w,0.455,3.2,
sub-OAS31088_ses-d3212_FLAIR,0.091,9.0,2.5
sub-OAS31088_ses-d3212_T1w,0.00295,2.3,0.9
sub-OAS30672_ses-d0966_T1w,0.00316,2.4,1.0
sub-OAS30672_ses-d0966_T2w,0.455,3.2,
sub-OAS30830_ses-d1569_T1w,0.00316,2.4,1.0
sub-OAS30830_ses-d1569_T2w,0.455,3.2,
sub-OAS30745_ses-d2863_T2w,0.455,3.2,
sub-OAS30745_ses-d2863_run-02_T1w,0.00308,2.4,1.0
sub-OAS30552_ses-d0139_T2w,0.455,3.2,
sub-OAS30552_ses-d0139_run-02_T1w,0.00316,2.4,1.0
sub-OAS31076_ses-d0071_FLAIR,0.091,9.0,2.5
sub-OAS31076_ses-d0071_T1w,0.00295,2.3,0.9
sub-OAS30355_ses-d0048_T2w,0.455,3.2,
sub-OAS30355_ses-d0048_T1w,0.00316,2.4,1.0
sub-OAS30597_ses-d1871_T2w,0.455,3.2,
sub-OAS30597_ses-d1871_T1w,0.00316,2.4,1.0
sub-OAS31190_sess-d0081_FLAIR,0.094,9.0,
sub-OAS31190_sess-d0081_T2w,0.566,3.2,
sub-OAS31190_sess-d0081_T1w,0.00295,2.3,
sub-OAS30195_ses-d0193_FLAIR,0.091,9.0,2.5
sub-OAS30195_ses-d0193_T1w,0.00295,2.3,0.9
sub-OAS30263_sess-d4709_FLAIR,0.394,5.0,
sub-OAS30263_sess-d4709_T1w,0.00275,2.4,
sub-OAS31056_ses-d0100_run-02_T1w,0.00316,2.4,1.0
sub-OAS31056_ses-d0100_T2w,0.455,3.2,
sub-OAS30817_ses-d2324_T1w,0.00316,2.4,1.0
sub-OAS30817_ses-d2324_T2w,0.455,3.2,
sub-OAS30286_ses-d0047_T1w,0.00316,2.4,1.0
sub-OAS30286_ses-d0047_T2w,0.455,3.2,
sub-OAS31113_ses-d0033_T1w,0.00316,2.4,1.0
sub-OAS31113_ses-d0033_T2w,0.455,3.2,
sub-OAS30589_ses-d2311_T1w,0.00316,2.4,1.0
sub-OAS30589_ses-d2311_T2w,0.455,3.2,
sub-OAS31155_ses-d8643_run-02_T1w,0.00316,2.4,1.0
sub-OAS31155_ses-d8643_T2w,0.455,3.2,
sub-OAS30584_ses-d0096_T1w,0.00295,2.3,0.9
sub-OAS30584_ses-d0096_FLAIR,0.091,9.0,2.5
sub-OAS30207_ses-d0346_T2w,0.455,3.2,
sub-OAS30207_ses-d0346_run-02_T1w,0.00316,2.4,1.0
sub-OAS30939_ses-d1968_T1w,0.00295,2.3,0.9
sub-OAS30939_ses-d1968_FLAIR,0.091,9.0,2.5
sub-OAS30589_ses-d1525_FLAIR,0.076,9.0,2.5
sub-OAS30589_ses-d1525_T1w,0.00316,2.4,1.0
sub-OAS30589_ses-d1525_T2w,0.455,3.2,
sub-OAS30002_ses-d0371_T1w,0.00393,1.9,1.1
sub-OAS31065_ses-d0056_run-02_T1w,0.00213,2.4,1.0
sub-OAS31065_ses-d0056_T2w,0.454,3.2,
sub-OAS31065_ses-d0056_FLAIR,0.091,9.0,2.5
sub-OAS30002_ses-d2345_T2w,0.455,3.2,
sub-OAS30002_ses-d2345_T1w,0.00316,2.4,1.0
sub-OAS30396_ses-d0037_run-02_T1w,0.00316,2.4,1.0
sub-OAS30396_ses-d0037_T2w,0.455,3.2,
sub-OAS30436_ses-d0388_T2w,0.455,3.2,
sub-OAS30436_ses-d0388_run-02_T1w,0.00316,2.4,1.0
sub-OAS30091_ses-d0092_T2w,0.455,3.2,
sub-OAS30091_ses-d0092_run-02_T1w,0.00316,2.4,1.0
sub-OAS30512_ses-d0353_run-02_T1w,0.00316,2.4,1.0
sub-OAS30512_ses-d0353_T2w,0.455,3.2,
sub-OAS30803_sess-d5619_T2w,0.567,3.2,
sub-OAS30803_sess-d5619_T1w,0.00275,2.4,
sub-OAS30803_sess-d5619_FLAIR,0.394,5.0,
sub-OAS30731_ses-d1148_FLAIR,0.076,9.0,2.5
sub-OAS30731_ses-d1148_T2w,0.455,3.2,
sub-OAS30731_ses-d1148_T1w,0.00316,2.4,1.0
sub-OAS30900_ses-d0051_T2w,0.455,3.2,
sub-OAS30900_ses-d0051_T1w,0.00316,2.4,1.0
sub-OAS31295_sess-d0121_T1w,0.00295,2.3,0.9
sub-OAS30015_ses-d0116_run-02_T1w,0.00308,2.4,1.0
sub-OAS30015_ses-d0116_T2w,0.455,3.2,
sub-OAS30874_ses-d0057_T2w,0.455,3.2,
sub-OAS30874_ses-d0057_run-02_T1w,0.00316,2.4,1.0
sub-OAS30391_ses-d1547_T1w,0.00295,2.3,0.9
sub-OAS30391_ses-d1547_FLAIR,0.091,9.0,2.5
sub-OAS30743_ses-d0051_T2w,0.455,3.2,
sub-OAS30743_ses-d0051_run-02_T1w,0.00316,2.4,1.0
sub-OAS30986_ses-d1188_run-02_T1w,0.00316,2.4,1.0
