ScanID,EchoTime,RepetitionTime,InversionTime
sub-OAS30414_ses-d0030_T2w,0.454,3.2,
sub-OAS30414_ses-d0030_FLAIR,0.091,9.0,2.5
sub-OAS30414_ses-d0030_run-02_T1w,0.00213,2.4,1.0
sub-OAS31243_sess-d0011_T1w,0.00275,2.4,
sub-OAS31243_sess-d0011_FLAIR,0.394,5.0,
sub-OAS30200_ses-d0075_run-02_T1w,0.00316,2.4,1.0
sub-OAS30200_ses-d0075_T2w,0.455,3.2,
sub-OAS30414_ses-d0037_T2w,0.455,3.2,
sub-OAS30414_ses-d0037_T1w,0.00316,2.4,1.0
sub-OAS31094_ses-d2064_T2w,0.455,3.2,
sub-OAS31094_ses-d2064_T1w,0.00316,2.4,1.0
sub-OAS30598_ses-d0069_T2w,0.455,3.2,
sub-OAS30598_ses-d0069_run-02_T1w,0.00316,2.4,1.0
sub-OAS30055_sess-d0566_FLAIR,0.091,9.0,2.5
sub-OAS30055_sess-d0566_T1w,0.00295,2.3,0.9
sub-OAS30055_sess-d0566_T2w,0.089,4.0,
sub-OAS30407_ses-d2862_FLAIR,0.091,9.0,2.5
sub-OAS30407_ses-d2862_T1w,0.00295,2.3,0.9
sub-OAS30010_ses-d0068_T1w,0.00295,2.3,0.9
sub-OAS30010_ses-d0068_FLAIR,0.091,9.0,2.5
sub-OAS30048_sess-d5643_T1w,0.00295,2.3,
sub-OAS30048_sess-d5643_FLAIR,0.091,9.0,
sub-OAS30048_sess-d5643_T2w,0.564,3.2,
sub-OAS30693_ses-d0032_T2w,0.455,3.2,
sub-OAS30693_ses-d0032_run-02_T1w,0.00316,2.4,1.0
sub-OAS30794_ses-d2633_run-02_T1w,0.00316,2.4,1.0
sub-OAS30794_ses-d2633_T2w,0.455,3.2,
sub-OAS31041_ses-d1426_FLAIR,0.091,9.0,2.5
sub-OAS31041_ses-d1426_T1w,0.00295,2.3,0.9
sub-OAS30212_ses-d0091_run-02_T1w,0.00316,2.4,1.0
sub-OAS30212_ses-d0091_T2w,0.455,3.2,
sub-OAS30332_ses-d0091_T1w,0.00316,2.4,1.0
sub-OAS30332_ses-d0091_T2w,0.455,3.2,
sub-OAS31254_sess-d0138_FLAIR,0.394,5.0,
sub-OAS31254_sess-d0138_T1w,0.00295,2.3,
sub-OAS30043_ses-d0145_T1w,0.00316,2.4,1.0
sub-OAS30043_ses-d0145_T2w,0.455,3.2,
sub-OAS30554_ses-d0118_T2w,0.455,3.2,
sub-OAS30554_ses-d0118_run-02_T1w,0.00316,2.4,1.0
sub-OAS30318_ses-d2975_T2w,0.455,3.2,
sub-OAS30318_ses-d2975_T1w,0.00316,2.4,1.0
sub-OAS30369_ses-d4921_T1w,0.00316,2.4,1.0
sub-OAS30369_ses-d4921_T2w,0.455,3.2,
sub-OAS31172_ses-d0407_run-02_T1w,0.00316,2.4,1.0
sub-OAS31172_ses-d0407_T2w,0.455,3.2,
sub-OAS30515_ses-d0044_FLAIR,0.091,9.0,2.5
sub-OAS30515_ses-d0044_T1w,0.00295,2.3,0.9
sub-OAS31430_sess-d0060_T2w,0.567,3.2,
sub-OAS31430_sess-d0060_T1w,0.00275,2.4,
sub-OAS31430_sess-d0060_FLAIR,0.394,5.0,
sub-OAS30134_sess-d2927_FLAIR,0.094,9.0,
sub-OAS30134_sess-d2927_T1w,0.00295,2.3,
sub-OAS30134_sess-d2927_T2w,0.566,3.2,
sub-OAS30257_ses-d0610_run-02_T1w,0.00316,2.4,1.0
sub-OAS30257_ses-d0610_T2w,0.455,3.2,
sub-OAS30484_sess-d2273_T1w,0.00295,2.3,0.9
sub-OAS30484_sess-d2273_FLAIR,0.091,9.0,2.5
sub-OAS30003_ses-d1631_T2w,0.455,3.2,
sub-OAS30003_ses-d1631_FLAIR,0.076,9.0,2.5
sub-OAS30003_ses-d1631_run-02_T1w,0.00316,2.4,1.0
sub-OAS30959_ses-d1301_run-02_T1w,0.00316,2.4,1.0
sub-OAS30959_ses-d1301_T2w,0.455,3.2,
sub-OAS30959_ses-d3385_T1w,0.00316,2.4,1.0
sub-OAS30959_ses-d3385_T2w,0.455,3.2,
sub-OAS30959_ses-d3385_FLAIR,0.076,9.0,2.5
sub-OAS30179_ses-d0061_T1w,0.00316,2.4,1.0
sub-OAS30179_ses-d0061_T2w,0.455,3.2,
sub-OAS31304_sess-d0084_FLAIR,0.091,9.0,
sub-OAS31304_sess-d0084_T1w,0.00295,2.3,
sub-OAS30849_ses-d0151_T1w,0.00316,2.4,1.0
sub-OAS30849_ses-d0151_T2w,0.455,3.2,
sub-OAS31125_sess-d3847_T1w,0.00295,2.3,0.9
sub-OAS31125_sess-d3847_FLAIR,0.091,9.0,2.5
sub-OAS31125_sess-d3847_T2w,0.089,4.0,
sub-OAS30387_ses-d1832_T1w,0.00316,2.4,1.0
sub-OAS30387_ses-d1832_T2w,0.455,3.2,
sub-OAS31394_sess-d0056_T1w,0.00295,2.3,0.9
sub-OAS31394_sess-d0056_FLAIR,0.091,9.0,2.5
sub-OAS31131_ses-d0101_T2w,0.455,3.2,
sub-OAS31131_ses-d0101_T1w,0.00316,2.4,1.0
sub-OAS30193_ses-d1611_T1w,0.00316,2.4,1.0
sub-OAS30193_ses-d1611_T2w,0.455,3.2,
sub-OAS30175_ses-d1091_T2w,0.455,3.2,
sub-OAS30175_ses-d1091_run-02_T1w,0.00316,2.4,1.0
sub-OAS30158_ses-d2467_run-02_T1w,0.00316,2.4,1.0
sub-OAS30158_ses-d2467_T2w,0.455,3.2,
sub-OAS30559_ses-d2422_T2w,0.455,3.2,
sub-OAS30559_ses-d2422_FLAIR,0.076,9.0,2.5
sub-OAS30559_ses-d2422_T1w,0.00316,2.4,1.0
sub-OAS30775_ses-d2395_T1w,0.00295,2.3,0.9
sub-OAS30775_ses-d2395_FLAIR,0.091,9.0,2.5
sub-OAS31006_sess-d2655_T1w,0.00275,2.4,
sub-OAS31006_sess-d2655_FLAIR,0.394,5.0,
sub-OAS30452_ses-d4501_FLAIR,0.076,9.0,2.5
sub-OAS30452_ses-d4501_T2w,0.455,3.2,
sub-OAS30452_ses-d4501_T1w,0.00316,2.4,1.0
sub-OAS31413_sess-d0144_FLAIR,0.091,9.0,2.5
sub-OAS31413_sess-d0144_T1w,0.00295,2.3,0.9
sub-OAS31250_sess-d0174_run-02_T1w,0.00295,2.3,0.9
sub-OAS31250_sess-d0174_run-02_T2w,0.564,3.2,
sub-OAS31250_sess-d0174_run-02_FLAIR,0.091,9.0,2.5
sub-OAS31367_sess-d0142_FLAIR,0.394,5.0,
sub-OAS31367_sess-d0142_T1w,0.00275,2.4,
sub-OAS30935_ses-d0201_T1w,0.00393,1.9,1.1
sub-OAS30691_ses-d0056_T1w,0.00295,2.3,0.9
sub-OAS30691_ses-d0056_FLAIR,0.091,9.0,2.5
sub-OAS30807_sess-d1492_FLAIR,0.094,9.0,
sub-OAS30807_sess-d1492_T2w,0.566,3.2,
sub-OAS30367_ses-d2009_FLAIR,0.076,9.0,2.5
sub-OAS30367_ses-d2009_run-02_T1w,0.00316,2.4,1.0
sub-OAS30367_ses-d2009_T2w,0.455,3.2,
sub-OAS30964_ses-d3870_FLAIR,0.091,9.0,2.5
sub-OAS30964_ses-d3870_T1w,0.00295,2.3,0.9
sub-OAS30648_ses-d0127_run-02_FLAIR,0.091,9.0,2.5
sub-OAS30648_ses-d0127_T1w,0.00295,2.3,0.9
sub-OAS30884_ses-d2400_T2w,0.455,3.2,
sub-OAS30884_ses-d2400_run-02_T1w,0.00316,2.4,1.0
sub-OAS30876_ses-d3427_T1w,0.00213,2.4,1.0
sub-OAS30534_ses-d1174_run-02_T1w,0.00316,2.4,1.0
sub-OAS30534_ses-d1174_T2w,0.455,3.2,
sub-OAS30755_sess-d4360_FLAIR,0.394,5.0,
sub-OAS30755_sess-d4360_T2w,0.567,3.2,
sub-OAS30755_sess-d4360_T1w,0.00275,2.4,
sub-OAS30247_ses-d0168_T2w,0.455,3.2,
sub-OAS30247_ses-d0168_run-02_T1w,0.00316,2.4,1.0
sub-OAS30249_ses-d0749_T1w,0.00393,1.9,1.1
sub-OAS30232_ses-d0120_T2w,0.455,3.2,
sub-OAS30232_ses-d0120_run-02_T1w,0.00316,2.4,1.0
sub-OAS30942_ses-d0752_run-02_T1w,0.00316,2.4,1.0
sub-OAS30942_ses-d0752_T2w,0.455,3.2,
sub-OAS30925_ses-d0196_T2w,0.455,3.2,
sub-OAS30925_ses-d0196_run-02_T1w,0.00316,2.4,1.0
sub-OAS31448_sess-d0137_FLAIR,0.091,9.0,
sub-OAS31448_sess-d0137_T1w,0.00295,2.3,
sub-OAS31448_sess-d0137_T2w,0.564,3.2,
sub-OAS30694_ses-d0180_T1w,0.00393,1.9,1.1
sub-OAS30535_ses-d1336_T1w,0.00295,2.3,0.9
sub-OAS30535_ses-d1336_FLAIR,0.091,9.0,2.5
sub-OAS30287_ses-d0890_T2w,0.455,3.2,
sub-OAS30287_ses-d0890_T1w,0.00316,2.4,1.0
sub-OAS30877_ses-d0362_T2w,0.455,3.2,
sub-OAS30877_ses-d0362_T1w,0.00316,2.4,1.0
sub-OAS30006_ses-d3386_FLAIR,0.091,9.0,2.5
sub-OAS30006_ses-d3386_T1w,0.00295,2.3,0.9
sub-OAS30015_ses-d2004_T2w,0.455,3.2,
sub-OAS30015_ses-d2004_T1w,0.00316,2.4,1.0
sub-OAS30209_ses-d1976_T1w,0.00316,2.4,1.0
sub-OAS30209_ses-d1976_T2w,0.455,3.2,
sub-OAS31311_sess-d0055_FLAIR,0.094,9.0,
sub-OAS31311_sess-d0055_T1w,0.00295,2.3,
sub-OAS30820_sess-d1903_FLAIR,0.091,9.0,2.5
sub-OAS30820_sess-d1903_T1w,0.00295,2.3,0.9
sub-OAS30438_ses-d0064_run-02_T1w,0.00316,2.4,1.0
sub-OAS30438_ses-d0064_T2w,0.455,3.2,
sub-OAS30917_ses-d0053_T1w,0.00295,2.3,0.9
sub-OAS30917_ses-d0053_FLAIR,0.091,9.0,2.5
sub-OAS30768_ses-d2337_FLAIR,0.091,9.0,2.5
sub-OAS30768_ses-d2337_T1w,0.00295,2.3,0.9
sub-OAS30586_ses-d0749_FLAIR,0.091,9.0,2.5
sub-OAS30586_ses-d0749_T1w,0.00295,2.3,0.9
sub-OAS30896_ses-d0439_T2w,0.455,3.2,
sub-OAS30896_ses-d0439_run-02_T1w,0.00316,2.4,1.0
sub-OAS30090_ses-d0118_T1w,0.00316,2.4,1.0
sub-OAS30090_ses-d0118_T2w,0.455,3.2,
sub-OAS30839_ses-d1394_FLAIR,0.091,9.0,2.5
sub-OAS30839_ses-d1394_T1w,0.00295,2.3,0.9
sub-OAS30009_ses-d2457_T1w,0.00316,2.4,1.0
sub-OAS30009_ses-d2457_T2w,0.455,3.2,
sub-OAS30883_ses-d0282_run-02_T1w,0.00316,2.4,1.0
sub-OAS30883_ses-d0282_T2w,0.455,3.2,
sub-OAS30428_ses-d0133_T1w,0.00316,2.4,1.0
sub-OAS30428_ses-d0133_T2w,0.455,3.2,
sub-OAS30010_sess-d1515_T1w,0.00295,2.3,0.9
sub-OAS30917_sess-d1196_T1w,0.00295,2.3,0.9
sub-OAS30917_sess-d1196_FLAIR,0.091,9.0,2.5
sub-OAS30336_ses-d0012_T1w,0.00316,2.4,1.0
sub-OAS30336_ses-d0012_T2w,0.455,3.2,
sub-OAS30195_sess-d1596_T2w,0.564,3.2,
sub-OAS30195_sess-d1596_T1w,0.00295,2.3,
sub-OAS30195_sess-d1596_FLAIR,0.091,9.0,
sub-OAS30869_ses-d1691_T2w,0.455,3.2,
sub-OAS30869_ses-d1691_FLAIR,0.076,9.0,2.5
sub-OAS30869_ses-d1691_T1w,0.00316,2.4,1.0
sub-OAS31180_sess-d0162_T1w,0.00295,2.3,0.9
sub-OAS30819_ses-d0572_FLAIR,0.091,9.0,2.5
sub-OAS30819_ses-d0572_T1w,0.00295,2.3,0.9
sub-OAS30333_ses-d2008_T2w,0.455,3.2,
sub-OAS30333_ses-d2008_T1w,0.00316,2.4,1.0
sub-OAS30280_ses-d1647_T2w,0.455,3.2,
sub-OAS30280_ses-d1647_T1w,0.00316,2.4,1.0
sub-OAS30830_ses-d0030_T2w,0.455,3.2,
sub-OAS30830_ses-d0030_run-02_T1w,0.00316,2.4,1.0
sub-OAS30484_ses-d0040_FLAIR,0.076,9.0,2.5
sub-OAS30484_ses-d0040_T1w,0.00316,2.4,1.0
sub-OAS30484_ses-d0040_T2w,0.455,3.2,
sub-OAS30027_ses-d2394_FLAIR,0.076,9.0,2.5
sub-OAS30027_ses-d2394_T2w,0.455,3.2,
sub-OAS30027_ses-d2394_T1w,0.00316,2.4,1.0
sub-OAS31042_ses-d3618_FLAIR,0.091,9.0,2.5
sub-OAS31042_ses-d3618_T1w,0.00295,2.3,0.9
sub-OAS30729_ses-d3628_T2w,0.455,3.2,
sub-OAS30729_ses-d3628_run-02_T1w,0.00316,2.4,1.0
sub-OAS30199_ses-d0024_FLAIR,0.076,9.0,2.5
sub-OAS30199_ses-d0024_T2w,0.455,3.2,
sub-OAS30199_ses-d0024_T1w,0.00316,2.4,1.0
sub-OAS31331_sess-d0175_FLAIR,0.091,9.0,2.5
sub-OAS31331_sess-d0175_T1w,0.00295,2.3,0.9
sub-OAS30537_ses-d0029_run-02_T1w,0.00316,2.4,1.0
sub-OAS30537_ses-d0029_T2w,0.455,3.2,
sub-OAS30132_ses-d1392_T2w,0.455,3.2,
sub-OAS30132_ses-d1392_FLAIR,0.076,9.0,2.5
sub-OAS30132_ses-d1392_T1w,0.00316,2.4,1.0
sub-OAS30765_ses-d0089_T2w,0.455,3.2,
sub-OAS30765_ses-d0089_run-02_T1w,0.00316,2.4,1.0
sub-OAS30588_sess-d4796_T1w,0.00295,2.3,0.9
sub-OAS30161_ses-d0297_T2w,0.455,3.2,
sub-OAS30161_ses-d0297_run-02_T1w,0.00316,2.4,1.0
sub-OAS30769_ses-d2231_T1w,0.00316,2.4,1.0
sub-OAS30769_ses-d2231_FLAIR,0.076,9.0,2.5
sub-OAS30769_ses-d2231_T2w,0.455,3.2,
sub-OAS30782_ses-d0980_T1w,0.00316,2.4,1.0
sub-OAS30782_ses-d0980_T2w,0.455,3.2,
sub-OAS30791_ses-d2794_run-02_T1w,0.00316,2.4,1.0
sub-OAS30791_ses-d2794_T2w,0.455,3.2,
sub-OAS31004_ses-d0000_T1w,0.00316,2.4,1.0
sub-OAS31004_ses-d0000_T2w,0.455,3.2,
sub-OAS30228_sess-d1211_FLAIR,0.094,9.0,
sub-OAS30228_sess-d1211_T1w,0.00295,2.3,
sub-OAS30228_sess-d1211_T2w,0.566,3.2,
sub-OAS30681_ses-d0141_T2w,0.455,3.2,
sub-OAS30681_ses-d0141_T1w,0.00316,2.4,1.0
sub-OAS31157_sess-d6328_T2w,0.567,3.2,
sub-OAS31157_sess-d6328_T1w,0.00275,2.4,
sub-OAS31157_sess-d6328_FLAIR,0.394,5.0,
sub-OAS30382_ses-d1199_FLAIR,0.091,9.0,2.5
sub-OAS30382_ses-d1199_T1w,0.00295,2.3,0.9
sub-OAS30093_ses-d0070_T2w,0.455,3.2,
sub-OAS30093_ses-d0070_T1w,0.00316,2.4,1.0
sub-OAS30187_sess-d1210_T1w,0.00295,2.3,0.9
sub-OAS30187_sess-d1210_FLAIR,0.091,9.0,2.5
sub-OAS30164_ses-d0233_T2w,0.455,3.2,
sub-OAS30164_ses-d0233_run-02_T1w,0.00316,2.4,1.0
sub-OAS30881_ses-d2593_T1w,0.00316,2.4,1.0
sub-OAS30881_ses-d2593_T2w,0.455,3.2,
sub-OAS30959_ses-d0123_T1w,0.00393,1.9,1.1
sub-OAS30750_ses-d2350_T1w,0.00295,2.3,0.9
sub-OAS30750_ses-d2350_FLAIR,0.091,9.0,2.5
sub-OAS31096_ses-d1308_FLAIR,0.091,9.0,2.5
sub-OAS31096_ses-d1308_T1w,0.00295,2.3,0.9
sub-OAS30004_ses-d1101_T2w,0.455,3.2,
sub-OAS30004_ses-d1101_run-02_T1w,0.00316,2.4,1.0
sub-OAS31437_sess-d0140_T2w,0.566,3.2,
sub-OAS31437_sess-d0140_FLAIR,0.094,9.0,
sub-OAS31437_sess-d0140_T1w,0.00295,2.3,
sub-OAS31125_ses-d0735_run-02_T1w,0.00316,2.4,1.0
sub-OAS31125_ses-d0735_T2w,0.455,3.2,
sub-OAS30053_ses-d0428_T2w,0.455,3.2,
sub-OAS31313_sess-d0047_T2w,0.564,3.2,
sub-OAS31313_sess-d0047_run-02_T1w,0.00295,2.3,0.9
sub-OAS31313_sess-d0047_run-02_FLAIR,0.091,9.0,2.5
sub-OAS30476_ses-d0482_FLAIR,0.091,9.0,2.5
sub-OAS30476_ses-d0482_T1w,0.00295,2.3,0.9
sub-OAS31167_ses-d3530_T2w,0.455,3.2,
sub-OAS31167_ses-d3530_T1w,0.00316,2.4,1.0
sub-OAS30863_ses-d4148_T1w,0.00295,2.3,0.9
sub-OAS30863_ses-d4148_FLAIR,0.091,9.0,2.5
sub-OAS30106_ses-d4675_T1w,0.00316,2.4,1.0
sub-OAS30677_ses-d0000_T1w,0.00316,2.4,1.0
sub-OAS30677_ses-d0000_T2w,0.455,3.2,
sub-OAS30028_ses-d1847_T1w,0.00295,2.3,0.9
sub-OAS30028_ses-d1847_FLAIR,0.091,9.0,2.5
sub-OAS30333_sess-d4277_T1w,0.00295,2.3,0.9
sub-OAS30333_sess-d4277_FLAIR,0.091,9.0,2.5
sub-OAS30643_ses-d2334_FLAIR,0.091,9.0,2.5
sub-OAS30643_ses-d2334_T1w,0.00295,2.3,0.9
sub-OAS31237_sess-d0172_FLAIR,0.091,9.0,2.5
sub-OAS31237_sess-d0172_run-02_T1w,0.00295,2.3,0.9
sub-OAS30230_ses-d3855_FLAIR,0.091,9.0,2.5
sub-OAS30230_ses-d3855_T1w,0.00295,2.3,0.9
sub-OAS31242_sess-d0129_FLAIR,0.091,9.0,
sub-OAS31242_sess-d0129_T1w,0.00295,2.3,
sub-OAS31242_sess-d0129_T2w,0.564,3.2,
sub-OAS30145_ses-d3506_T2w,0.455,3.2,
sub-OAS30145_ses-d3506_run-02_T1w,0.00312,2.4,1.0
sub-OAS30651_ses-d0253_T2w,0.455,3.2,
sub-OAS30651_ses-d0253_run-02_T1w,0.00316,2.4,1.0
sub-OAS30608_ses-d1272_run-02_T1w,0.00316,2.4,1.0
sub-OAS30608_ses-d1272_T2w,0.455,3.2,
sub-OAS31446_sess-d0070_run-02_T2w,0.567,3.2,
sub-OAS31446_sess-d0070_T1w,0.00275,2.4,
sub-OAS31446_sess-d0070_FLAIR,0.394,5.0,
sub-OAS30390_ses-d0346_T2w,0.455,3.2,
sub-OAS30390_ses-d0346_run-02_T1w,0.00316,2.4,1.0
sub-OAS31012_ses-d2449_T2w,0.455,3.2,
sub-OAS31012_ses-d2449_T1w,0.00316,2.4,1.0
sub-OAS30788_ses-d1136_T2w,0.455,3.2,
sub-OAS30788_ses-d1136_run-02_T1w,0.00316,2.4,1.0
sub-OAS31043_ses-d0437_run-02_T1w,0.00316,2.4,1.0
sub-OAS31043_ses-d0437_T2w,0.455,3.2,
sub-OAS30673_ses-d2417_T2w,0.454,3.2,
sub-OAS30673_ses-d2417_run-02_T1w,0.00213,2.4,1.0
sub-OAS30673_ses-d2417_FLAIR,0.091,9.0,2.5
sub-OAS30699_sess-d5530_T2w,0.567,3.2,
sub-OAS30699_sess-d5530_FLAIR,0.394,5.0,
sub-OAS30699_sess-d5530_T1w,0.00275,2.4,
sub-OAS30632_ses-d0106_T2w,0.455,3.2,
sub-OAS30632_ses-d0106_T1w,0.00316,2.4,1.0
sub-OAS31248_sess-d0239_FLAIR,0.091,9.0,2.5
sub-OAS31248_sess-d0239_T1w,0.00295,2.3,0.9
sub-OAS31315_sess-d0143_T2w,0.564,3.2,
sub-OAS31315_sess-d0143_T1w,0.00295,2.3,
sub-OAS31315_sess-d0143_FLAIR,0.091,9.0,
sub-OAS30411_ses-d4368_FLAIR,0.091,9.0,2.5
sub-OAS30411_ses-d4368_T1w,0.00295,2.3,0.9
sub-OAS30808_ses-d0498_T2w,0.455,3.2,
sub-OAS30808_ses-d0498_run-02_T1w,0.00308,2.4,1.0
sub-OAS30137_ses-d4525_T2w,0.455,3.2,
sub-OAS30137_ses-d4525_FLAIR,0.076,9.0,2.5
sub-OAS30137_ses-d4525_T1w,0.00316,2.4,1.0
sub-OAS30467_ses-d0092_T2w,0.455,3.2,
sub-OAS30467_ses-d0092_T1w,0.00316,2.4,1.0
sub-OAS30899_ses-d0072_run-02_T1w,0.00316,2.4,1.0
sub-OAS30899_ses-d0072_T2w,0.455,3.2,
sub-OAS30142_ses-d1279_T1w,0.00316,2.4,1.0
sub-OAS30142_ses-d1279_FLAIR,0.076,9.0,2.5
sub-OAS30142_ses-d1279_T2w,0.455,3.2,
sub-OAS30048_ses-d3367_FLAIR,0.076,9.0,2.5
sub-OAS30048_ses-d3367_T1w,0.00316,2.4,1.0
sub-OAS30048_ses-d3367_T2w,0.455,3.2,
sub-OAS30832_sess-d4580_T2w,0.566,3.2,
sub-OAS30832_sess-d4580_run-02_T1w,0.00295,1.52,
sub-OAS30832_sess-d4580_FLAIR,0.094,9.0,
sub-OAS31002_ses-d4948_run-02_T1w,0.00316,2.4,1.0
sub-OAS31002_ses-d4948_T2w,0.455,3.2,
sub-OAS31336_sess-d0176_FLAIR,0.091,9.0,2.5
sub-OAS31336_sess-d0176_T1w,0.00295,2.3,0.9
sub-OAS30580_sess-d2664_T1w,0.00295,2.3,0.9
sub-OAS30580_sess-d2664_FLAIR,0.091,9.0,2.5
sub-OAS30967_ses-d0988_T2w,0.455,3.2,
sub-OAS30967_ses-d0988_run-02_T1w,0.00316,2.4,1.0
sub-OAS30760_ses-d3837_run-02_T1w,0.00316,2.4,1.0
sub-OAS30760_ses-d3837_T2w,0.455,3.2,
sub-OAS30713_ses-d1692_T2w,0.455,3.2,
sub-OAS30713_ses-d1692_FLAIR,0.076,9.0,2.5
sub-OAS30713_ses-d1692_T1w,0.00316,2.4,1.0
sub-OAS31087_ses-d1461_FLAIR,0.076,9.0,2.5
sub-OAS31087_ses-d1461_T1w,0.00316,2.4,1.0
sub-OAS31087_ses-d1461_T2w,0.455,3.2,
sub-OAS30818_ses-d0097_run-02_T1w,0.00316,2.4,1.0
sub-OAS30818_ses-d0097_T2w,0.455,3.2,
sub-OAS30490_ses-d0574_run-02_T1w,0.00316,2.4,1.0
sub-OAS30490_ses-d0574_T2w,0.455,3.2,
sub-OAS30590_ses-d0085_T1w,0.00295,2.3,0.9
sub-OAS30590_ses-d0085_FLAIR,0.091,9.0,2.5
sub-OAS31063_ses-d0146_run-02_T1w,0.00308,2.4,1.0
sub-OAS31063_ses-d0146_T2w,0.455,3.2,
sub-OAS31249_sess-d0063_FLAIR,0.091,9.0,
sub-OAS31249_sess-d0063_T2w,0.564,3.2,
sub-OAS31249_sess-d0063_T1w,0.00295,2.3,
sub-OAS30458_ses-d1174_FLAIR,0.091,9.0,2.5
sub-OAS30458_ses-d1174_T1w,0.00295,2.3,0.9
sub-OAS30705_sess-d2185_FLAIR,0.091,9.0,2.5
sub-OAS30705_sess-d2185_T1w,0.00295,2.3,0.9
sub-OAS30132_ses-d2288_T1w,0.00316,2.4,1.0
sub-OAS30132_ses-d2288_T2w,0.455,3.2,
sub-OAS30922_sess-d1406_FLAIR,0.394,5.0,
sub-OAS30922_sess-d1406_T1w,0.00275,2.4,
sub-OAS30922_sess-d1406_T2w,0.567,3.2,
sub-OAS30171_ses-d0139_T2w,0.455,3.2,
sub-OAS30171_ses-d0139_run-02_T1w,0.00316,2.4,1.0
sub-OAS30708_ses-d0071_FLAIR,0.091,9.0,2.5
sub-OAS30708_ses-d0071_T1w,0.00295,2.3,0.9
sub-OAS31185_sess-d0199_T1w,0.00295,2.3,0.9
sub-OAS31185_sess-d0199_FLAIR,0.091,9.0,2.5
sub-OAS30108_ses-d0168_T2w,0.455,3.2,
sub-OAS30108_ses-d0168_run-02_T1w,0.00316,2.4,1.0
sub-OAS30835_ses-d1864_T2w,0.455,3.2,
sub-OAS30835_ses-d1864_T1w,0.00316,2.4,1.0
sub-OAS31031_ses-d1119_run-02_T1w,0.00316,2.4,1.0
sub-OAS31031_ses-d1119_T2w,0.455,3.2,
sub-OAS30869_ses-d0077_run-02_T1w,0.00316,2.4,1.0
sub-OAS30869_ses-d0077_T2w,0.455,3.2,
sub-OAS31153_ses-d1239_FLAIR,0.076,9.0,2.5
sub-OAS31153_ses-d1239_T2w,0.455,3.2,
sub-OAS31153_ses-d1239_run-02_T1w,0.00316,2.4,1.0
sub-OAS30542_ses-d0489_run-02_T1w,0.00316,2.4,1.0
sub-OAS30542_ses-d0489_T2w,0.455,3.2,
sub-OAS31064_ses-d3883_FLAIR,0.091,9.0,2.5
sub-OAS31064_ses-d3883_T1w,0.00295,2.3,0.9
sub-OAS31058_ses-d2233_run-02_T1w,0.00316,2.4,1.0
sub-OAS31058_ses-d2233_T2w,0.455,3.2,
sub-OAS31058_ses-d2233_FLAIR,0.076,9.0,2.5
sub-OAS30578_ses-d0130_T2w,0.455,3.2,
sub-OAS30578_ses-d0130_T1w,0.00316,2.4,1.0
sub-OAS30394_ses-d0039_T2w,0.455,3.2,
sub-OAS30394_ses-d0039_T1w,0.00316,2.4,1.0
sub-OAS30206_ses-d0306_T2w,0.455,3.2,
sub-OAS30206_ses-d0306_run-02_T1w,0.00316,2.4,1.0
sub-OAS30924_ses-d0069_T1w,0.00316,2.4,1.0
sub-OAS30924_ses-d0069_T2w,0.455,3.2,
sub-OAS30966_ses-d0189_run-02_T1w,0.00316,2.4,1.0
sub-OAS30966_ses-d0189_T2w,0.455,3.2,
sub-OAS30135_ses-d0190_T1w,0.00393,1.9,1.1
sub-OAS31119_ses-d1493_T1w,0.00295,2.3,0.9
sub-OAS31119_ses-d1493_FLAIR,0.091,9.0,2.5
sub-OAS30777_ses-d1747_run-02_T1w,0.00316,2.4,1.0
sub-OAS30777_ses-d1747_T2w,0.455,3.2,
sub-OAS31206_sess-d0218_FLAIR,0.091,9.0,2.5
sub-OAS31206_sess-d0218_T1w,0.00295,2.3,0.9
sub-OAS30846_ses-d0160_T2w,0.455,3.2,
sub-OAS30846_ses-d0160_T1w,0.00316,2.4,1.0
sub-OAS30109_ses-d0432_T2w,0.455,3.2,
sub-OAS30109_ses-d0432_run-02_T1w,0.00316,2.4,1.0
sub-OAS30210_ses-d0047_FLAIR,0.091,9.0,2.5
sub-OAS30210_ses-d0047_T1w,0.00295,2.3,0.9
sub-OAS30240_ses-d3487_FLAIR,0.091,9.0,2.5
sub-OAS30240_ses-d3487_T1w,0.00295,2.3,0.9
sub-OAS30871_sess-d2282_T1w,0.00295,2.3,0.9
sub-OAS30871_sess-d2282_FLAIR,0.091,9.0,2.5
sub-OAS30558_sess-d5591_FLAIR,0.394,5.0,
sub-OAS30558_sess-d5591_T2w,0.567,3.2,
sub-OAS30558_sess-d5591_T1w,0.00275,2.4,
sub-OAS30479_ses-d2421_FLAIR,0.091,9.0,2.5
sub-OAS30479_ses-d2421_T1w,0.00295,2.3,0.9
sub-OAS30143_ses-d2235_FLAIR,0.076,9.0,2.5
sub-OAS30143_ses-d2235_run-02_T1w,0.00316,2.4,1.0
sub-OAS30143_ses-d2235_T2w,0.455,3.2,
sub-OAS31157_ses-d4924_T1w,0.00295,2.3,0.9
sub-OAS31157_ses-d4924_FLAIR,0.091,9.0,2.5
sub-OAS30135_ses-d2367_T1w,0.00295,2.3,0.9
sub-OAS30135_ses-d2367_FLAIR,0.091,9.0,2.5
sub-OAS30005_ses-d2384_FLAIR,0.091,9.0,2.5
